"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Informo a la ciudadanía de Lima que el gerente de Desarrollo Social y presidente del SISOL, Dr. Carlos Contreras, h… https://t.co/GFgnGTljaY",FALSE,5750,NA,2021-02-16 15:22:36,TRUE,NA,"1361697496372809729",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",927,FALSE,FALSE,NA,NA
"Exijo que se transparente la información y que se haga una exhaustiva investigación. 2/2",FALSE,144,"JorgeMunozPe",2021-02-15 02:26:15,FALSE,"1361139730000281600","1361139731216666625","163504378","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",12,FALSE,FALSE,NA,NA
"Mi total rechazo ante los casos de funcionarios vacunados indebidamente contra el #COVID19. Es indignante que miles… https://t.co/6Dv8ChE8Ov",FALSE,724,NA,2021-02-15 02:26:15,TRUE,NA,"1361139730000281600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",86,FALSE,FALSE,NA,NA
"La licenciada Gladys Isla, coordinadora de campañas de Sisol Salud, ha venido luchando en primera línea de manera i… https://t.co/zlr3wHkFDH",FALSE,128,NA,2021-02-10 01:15:14,TRUE,NA,"1359309920655523843",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",9,FALSE,FALSE,NA,NA
"En reunión con representantes de #MesaRedonda acordamos desarrollar, de manera conjunta, planes para ordenar y recu… https://t.co/g66V5p133l",FALSE,69,NA,2021-02-09 23:59:20,TRUE,NA,"1359290820403343361",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",10,FALSE,FALSE,NA,NA
"300 mil dosis de esperanza llegaron hoy a nuestro país, un gran primer paso para vencer al #Covid19. Nosotros pondr… https://t.co/BsOKyoEmaX",FALSE,421,NA,2021-02-08 03:05:11,TRUE,NA,"1358612815502802947",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",26,FALSE,FALSE,NA,NA
"El amor por la patria no debe ser jamás escudo de la violencia. Rechazo tajantemente las agresiones que presenciamo… https://t.co/MnRJaOncnt",FALSE,1721,NA,2020-11-13 16:27:42,TRUE,NA,"1327287029869187072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",175,FALSE,FALSE,NA,NA
"Siempre apoyaré el derecho de los ciudadanos a la expresión libre y pacífica, pero su ejercicio no debe nunca teñir… https://t.co/cmEfwJfgin",FALSE,2139,NA,2020-11-11 13:27:56,TRUE,NA,"1326517016119955459",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",282,FALSE,FALSE,NA,NA
"Es un momento tan difícil para el país, los demócratas tenemos la responsabilidad de anteponer los intereses de los… https://t.co/fr9oygQVDb",FALSE,2179,NA,2020-11-10 00:39:11,TRUE,NA,"1325961165038628864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",225,FALSE,FALSE,NA,NA
"Asimismo, tras años de abandono, se ha recuperado La Parada, zona tomada por quienes no creían en el bien común. Es… https://t.co/TOTswTmMf0",FALSE,75,"JorgeMunozPe",2020-11-09 13:27:59,TRUE,"1325792251407183877","1325792253500137472","163504378","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",7,FALSE,FALSE,NA,NA
"Tierra  Prometida ya es realidad. Hemos iniciado el traslado de 2.745 comerciantes al mercado de Santa Anita, lo qu… https://t.co/tXawFxxiBP",FALSE,214,NA,2020-11-09 13:27:59,TRUE,NA,"1325792251407183877",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",17,FALSE,FALSE,NA,NA
"Hoy nos reunimos los alcaldes de distritos marítimos con el viceministro de Hacienda José Chávez y le planteamos al… https://t.co/WWd7bXZOcl",FALSE,27,"JorgeMunozPe",2020-10-24 20:03:31,TRUE,"1320093584335511553","1320093586143301636","163504378","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",2,FALSE,FALSE,NA,NA
"La lucha contra el #COVID19 es de todos, sin embargo el D.S. sobre el control de playas dictado por el Ejecutivo no… https://t.co/PgM0gwcg3d",FALSE,53,NA,2020-10-24 20:03:31,TRUE,NA,"1320093584335511553",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",7,FALSE,FALSE,NA,NA
"El objetivo es sumar esfuerzos para evitar que las playas se conviertan en un foco infeccioso de #Covid19, garantiz… https://t.co/ZjOp5rYuw8",FALSE,35,"JorgeMunozPe",2020-10-09 15:26:43,TRUE,"1314588104808960000","1314588106453069829","163504378","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",7,FALSE,FALSE,NA,NA
"Los municipios de San Miguel, Magdalena, San Isidro, Chorrillos, Barranco y Miraflores, junto con la @MuniLima, pre… https://t.co/61gvH58i9w",FALSE,130,NA,2020-10-09 15:26:42,TRUE,NA,"1314588104808960000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",17,FALSE,FALSE,NA,NA
"Hacemos extensivo también el reconocimiento a nuestra gloriosa Marina de Guerra del Perú (@naval_peru) por sus 199… https://t.co/gHETNbLrkh",FALSE,25,"JorgeMunozPe",2020-10-08 14:50:40,TRUE,"1314216638074564608","1314216646966300673","163504378","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",1,FALSE,FALSE,NA,NA
"El amor por el Perú, la valentía y la solidaridad son valores que el Almirante Don Miguel Grau practicó hasta el úl… https://t.co/Rk77uhAgOU",FALSE,56,NA,2020-10-08 14:50:38,TRUE,NA,"1314216638074564608",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",5,FALSE,FALSE,NA,NA
"entre los comerciantes, @MINPRODUCCION, @MininterPeru, @MuniLima y la Mun. de la Victoria, en la que se ha puesto p… https://t.co/xnZaCPAE4X",FALSE,50,"JorgeMunozPe",2020-10-07 13:52:42,TRUE,"1313839663589789696","1313839672351756289","163504378","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",8,FALSE,FALSE,NA,NA
"Luego de 7 años, esta madrugada, se iniciaron las labores de adecuación en Tierra Prometida (Santa Anita) para impl… https://t.co/pHl45CE4vr",FALSE,166,NA,2020-10-07 13:52:40,TRUE,NA,"1313839663589789696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",18,FALSE,FALSE,NA,NA
"Producto de una legislación cómo ésta, se ha venido limitando enormemente y durante años la posibilidad de una prof… https://t.co/irFcEGNExy",FALSE,403,"JorgeMunozPe",2020-10-06 15:32:14,TRUE,"1313502329509945344","1313502331015761922","163504378","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",51,FALSE,FALSE,NA,NA
"Expreso mi total desacuerdo con las dos iniciativas legislativas que pretenden ampliar las autorizaciones de las ru… https://t.co/Sla4P6ijF9",FALSE,1435,NA,2020-10-06 15:32:13,TRUE,NA,"1313502329509945344",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",247,FALSE,FALSE,NA,NA
"Estuvimos en SISOL mostrando las pruebas de antígeno, que detectan el #COVID19 en 15 minutos, y que ya implementamo… https://t.co/KLTL1Qshwd",FALSE,64,NA,2020-10-05 21:52:58,TRUE,NA,"1313235759432962050",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",12,FALSE,FALSE,NA,NA
"incumpliendo las condiciones para el tendido de una red eléctrica subterránea, demoliendo pistas recientemente cons… https://t.co/Lw2A3QX8h5",FALSE,73,"JorgeMunozPe",2020-10-04 15:54:07,TRUE,"1312783062300790787","1312783065190629376","163504378","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",11,FALSE,FALSE,NA,NA
"Uno de los principios que rige nuestra gestión es articular los esfuerzos necesarios para un solo fin: el bienestar… https://t.co/wuRAgrivNQ",FALSE,132,NA,2020-10-04 15:54:07,TRUE,NA,"1312783062300790787",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",25,FALSE,FALSE,NA,NA
"Quiero expresar mi más profundo reconocimiento a todos los periodistas en su día. Su labor es medular en la formaci… https://t.co/n4g7fP1iz8",FALSE,115,NA,2020-10-01 17:44:39,TRUE,NA,"1311723718822055938",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",5,FALSE,FALSE,NA,NA
"Sin perjuicio de ello, muchas otras vienen ya ejecutándose y serán pronto entregadas. Nuestro objetivo es seguir me… https://t.co/tML04MCUOp",FALSE,53,"JorgeMunozPe",2020-09-25 23:59:47,TRUE,"1309643770275782656","1309643794485309440","163504378","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",9,FALSE,FALSE,NA,NA
"Las demandas de nuestra ciudad son muchas y trabajamos incansablemente para satisfacerlas. Hoy, el Concejo Metropol… https://t.co/o0AoSuCL9E",FALSE,131,NA,2020-09-25 23:59:41,TRUE,NA,"1309643770275782656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",28,FALSE,FALSE,NA,NA
"Hoy rendimos honores en su día a todos aquellos valerosos soldados, aviadores y marinos que nos defienden en primer… https://t.co/QUgmTVVNVz",FALSE,106,NA,2020-09-24 18:08:41,TRUE,NA,"1309193051231989760",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",6,FALSE,FALSE,NA,NA
"Es nuestra determinación trasladar a los ambulantes de La Parada a Tierra Prometida. Por ello, venimos buscando alt… https://t.co/2p6xHEr16I",FALSE,273,NA,2020-09-21 17:47:37,TRUE,NA,"1308100583837110273",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",25,FALSE,FALSE,NA,NA
"Mantengamos la distancia social, usemos bien las mascarillas, respiremos aire limpio y hagamos ejercicio en parques… https://t.co/GxS3yLleRc",FALSE,265,"JorgeMunozPe",2020-09-19 21:13:47,TRUE,"1307427691197595659","1307427692938178561","163504378","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",22,FALSE,FALSE,NA,NA
"Este domingo sin autos, Lima puede marcar un antes y un después en su historia y tú puedes ser parte de ella. Invit… https://t.co/2Dkw8jsw5M",FALSE,1266,NA,2020-09-19 21:13:47,TRUE,NA,"1307427691197595659",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",126,FALSE,FALSE,NA,NA
"Saludo decisión mayoritaria del @congresoperu de haber puesto por delante los intereses de 30 millones de peruanos.… https://t.co/Mkh9sZtfwQ",FALSE,395,NA,2020-09-19 17:55:34,TRUE,NA,"1307377809480974341",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",26,FALSE,FALSE,NA,NA
"No avalo las conductas de quienes irresponsablemente atropellan los valores democráticos, afectan la institucionali… https://t.co/Z6sHivgsF5",FALSE,429,"JorgeMunozPe",2020-09-12 16:48:01,TRUE,"1304824095385812994","1304824096388272128","163504378","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",49,FALSE,FALSE,NA,NA
"En momentos de grave crisis, cuando la democracia y la institucionalidad son puestas a prueba, los peruanos tenemos… https://t.co/QpznrMztEb",FALSE,622,NA,2020-09-12 16:48:01,TRUE,NA,"1304824095385812994",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",87,FALSE,FALSE,NA,NA
"El servicio troncal del Metropolitano está garantizado y se restablecerán gradualmente las rutas alimentadoras.Ello… https://t.co/fOENgLea5n",FALSE,133,NA,2020-09-10 23:56:42,TRUE,NA,"1304207202345984001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",34,FALSE,FALSE,NA,NA
"Mi hondo pesar por el fallecimiento de Martín Huerto, obrero atrapado en el inmueble que colapsó a causa de una con… https://t.co/nYlKw0rZwu",FALSE,681,NA,2020-09-09 17:58:04,TRUE,NA,"1303754560205357057",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",88,FALSE,FALSE,NA,NA
"La @MuniLima saluda este gran acontecimiento en nuestra historia, que debe servirnos como permanente inspiración pa… https://t.co/NCZXrHgwkT",FALSE,47,"JorgeMunozPe",2020-09-07 20:07:28,TRUE,"1303062348991795208","1303062350564655105","163504378","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",4,FALSE,FALSE,NA,NA
"Hoy conmemoramos los 65 años de una de las mayores conquistas democráticas en nuestro país, como es el reconocimien… https://t.co/Gyh2Wx1DzT",FALSE,247,NA,2020-09-07 20:07:28,TRUE,NA,"1303062348991795208",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",28,FALSE,FALSE,NA,NA
"velen porque sus inmuebles no sean utilizados en espectáculos públicos donde se ejerza tortura contra los animales.… https://t.co/lNPGt4a6NH",FALSE,1118,"JorgeMunozPe",2020-09-01 00:49:59,TRUE,"1300596728995942400","1300596730845593600","163504378","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",138,FALSE,FALSE,NA,NA
"Quedó muy claro que la supremacía de la vida sobre el maltrato animal es política de este gobierno municipal, y est… https://t.co/99REsmKqGf",FALSE,2265,NA,2020-09-01 00:49:58,TRUE,NA,"1300596728995942400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",364,FALSE,FALSE,NA,NA
"Pondremos a disposición los establecimientos de Sisol para la toma de pruebas rápidas y moleculares, implementaremo… https://t.co/TuhIzoFCWl",FALSE,81,"JorgeMunozPe",2020-08-31 22:28:54,TRUE,"1300561224061644800","1300561225709948933","163504378","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",14,FALSE,FALSE,NA,NA
"Acabo de culminar una reunión de trabajo con la ministra de Salud, Pilar Mazzetti, en la que hemos acordado trabaja… https://t.co/sCwdA9laaw",FALSE,151,NA,2020-08-31 22:28:53,TRUE,NA,"1300561224061644800",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",13,FALSE,FALSE,NA,NA
"Una vida dedicada a proteger y ayudar al prójimo caracterizó a Santa Rosa de Lima, santa peruana y patrona de Améri… https://t.co/uJxJ6UP9xv",FALSE,420,NA,2020-08-30 17:07:20,TRUE,NA,"1300117914499112965",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",46,FALSE,FALSE,NA,NA
"Estamos seguros de que esta iniciativa sentará las bases de una Lima más unida y eficiente en beneficio de nuestros… https://t.co/IxHAgbf6Mh",FALSE,71,"JorgeMunozPe",2020-08-22 00:45:23,TRUE,"1296971688693895169","1296971697288085505","163504378","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",2,FALSE,FALSE,NA,NA
"Hoy presentamos un proyecto de Ley al presidente del @congresoperu, Manuel Merino, con el cual proponemos la creaci… https://t.co/rRsA32xY6w",FALSE,324,NA,2020-08-22 00:45:21,TRUE,NA,"1296971688693895169",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",49,FALSE,FALSE,NA,NA
"Hoy mantuvimos una fructífera reunión con el primer ministro @WalterMartosR, a quien le hicimos llegar propuestas q… https://t.co/UbkAzwBCH4",FALSE,267,NA,2020-08-18 01:29:03,TRUE,NA,"1295533135397093383",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",32,FALSE,FALSE,NA,NA
"Mi absoluto rechazo contra cualquier tipo de violencia y mi solidaridad ante la agresión de la que ha sido víctima… https://t.co/RzrI4zrfHV",FALSE,886,NA,2020-08-10 15:10:09,TRUE,NA,"1292840667945873415",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",135,FALSE,FALSE,NA,NA
"Espero que los agresores sean castigados con todo el peso de la ley. Los agentes heridos cuentan con todo el respal… https://t.co/tctjagvdWx",FALSE,117,"JorgeMunozPe",2020-08-08 02:15:38,TRUE,"1291920977908113408","1291920978990292993","163504378","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",12,FALSE,FALSE,NA,NA
"Hoy la @PoliciaPeru capturó a un grupo de delincuentes que ayer atacó salvajemente a 4 fiscalizadores municipales d… https://t.co/yCYA9wVjuV",FALSE,355,NA,2020-08-08 02:15:38,TRUE,NA,"1291920977908113408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",44,FALSE,FALSE,NA,NA
"Estoy seguro de que su gran capacidad de gestión, coherencia y apertura, permitirán fortalecer el trabajo del Ejecu… https://t.co/JDiyqYhgtQ",FALSE,68,"JorgeMunozPe",2020-08-06 17:53:26,TRUE,"1291432204791418892","1291432206284529664","163504378","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",4,FALSE,FALSE,NA,NA
"Expreso mis más sinceras felicitaciones a @WalterMartosR, quien asume como titular de la @pcmperu en medio de una s… https://t.co/mNhPK8oGnG",FALSE,215,NA,2020-08-06 17:53:25,TRUE,NA,"1291432204791418892",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",15,FALSE,FALSE,NA,NA
"Una pandemia que ha generado gran dolor en miles de familias y que ha desacelerado drásticamente nuestro crecimient… https://t.co/WlfReX16tS",FALSE,85,"JorgeMunozPe",2020-07-28 15:58:07,TRUE,"1288141695075454976","1288141696874745856","163504378","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",13,FALSE,FALSE,NA,NA
"Hoy conmemoramos el 199° aniversario de la independencia y lo hacemos pensando en nuestra historia, en los grandes… https://t.co/NwE8gAEHhp",FALSE,274,NA,2020-07-28 15:58:07,TRUE,NA,"1288141695075454976",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",32,FALSE,FALSE,NA,NA
"Mi solidaridad a los familiares de las víctimas.",FALSE,77,"JorgeMunozPe",2020-07-16 18:38:34,FALSE,"1283833419085033472","1283833420376932354","163504378","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",4,FALSE,FALSE,NA,NA
"Hace 28 años, un día como hoy, dos coches bomba acabaron con la vida de 25 peruanos. El atentado en calle #Tarata e… https://t.co/Yf0jRnAXic",FALSE,514,NA,2020-07-16 18:38:34,TRUE,NA,"1283833419085033472",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",98,FALSE,FALSE,NA,NA
"Felicito al nuevo Gabinete, presidido por @PCaterianoB, con quien esperamos fortalecer el trabajo con el Ejecutivo… https://t.co/1VCtIZK8k4",FALSE,193,NA,2020-07-15 18:06:46,TRUE,NA,"1283463029800271874",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",12,FALSE,FALSE,NA,NA
"Luego de una reunión realizada esta mañana con representantes de los corredores, hemos logrado asegurar la continui… https://t.co/YeGno0kDoL",FALSE,44,NA,2020-07-15 17:48:26,TRUE,NA,"1283458414752956418",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",6,FALSE,FALSE,NA,NA
"La buena disposición de todos los actores permitirá que más de 300 mil usuarios sigan beneficiándose con este siste… https://t.co/gPwXIjKn2y",FALSE,100,"JorgeMunozPe",2020-07-15 03:37:14,TRUE,"1283244189820620800","1283244203737337858","163504378","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",11,FALSE,FALSE,NA,NA
"Tras una larga jornada de conversaciones con técnicos de la Municipalidad de Lima, Protransporte, MEF y MTC, además… https://t.co/RngzBnYtaI",FALSE,545,NA,2020-07-15 03:37:11,TRUE,NA,"1283244189820620800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",75,FALSE,FALSE,NA,NA
"En este momento, en conferencia  de prensa desde la sede del MEF junto a los representantes de los concesionarios d… https://t.co/W9sfnkQ2BY",FALSE,35,NA,2020-07-14 17:49:00,TRUE,NA,"1283096169481109507",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",9,FALSE,FALSE,NA,NA
"Hemos dejado todo el sustento técnico solicitado por el MEF para evitar la paralización de los servicios del Metrop… https://t.co/xD7yvHicVk",FALSE,396,NA,2020-07-11 16:44:26,TRUE,NA,"1281992756588576768",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",73,FALSE,FALSE,NA,NA
"Hoy entregamos a la ministra de Economía el sustento económico y legal recientemente solicitado por el MEF a fin de… https://t.co/lGifrdPin1",FALSE,166,NA,2020-07-11 15:52:19,TRUE,NA,"1281979643814457344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",22,FALSE,FALSE,NA,NA
"Equipos técnicos del MEF, MTC y Protransporte se reúnen esta mañana en la MML para encontrar una solución concreta… https://t.co/Fje2oktVXK",FALSE,98,NA,2020-07-10 15:45:02,TRUE,NA,"1281615423620952066",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",27,FALSE,FALSE,NA,NA
"Transferencias por puchos no sirven. Sin la subvención sustentada por la Municipalidad a la PCM, los buses tendrán… https://t.co/1jAECc62Io",FALSE,73,"JorgeMunozPe",2020-07-08 21:44:56,TRUE,"1280981215634391045","1280981217635115022","163504378","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",15,FALSE,FALSE,NA,NA
"Pdte. Vizcarra, transferir S/8 millones pendientes para desinfección de unidades como si fueran para la subvención… https://t.co/Bw8JeymLlB",FALSE,150,NA,2020-07-08 21:44:55,TRUE,NA,"1280981215634391045",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",40,FALSE,FALSE,NA,NA
"Y es en situaciones difíciles como las que afronta hoy el país en las que tenemos la gran oportunidad de seguir ese… https://t.co/HOxqK19eiV",FALSE,40,"JorgeMunozPe",2020-07-07 19:29:08,TRUE,"1280584650684014593","1280584655310331905","163504378","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",2,FALSE,FALSE,NA,NA
"Un día como hoy, en el que se conmemora un aniversario más de Acción Popular, quiero invocar a la reflexión sobre l… https://t.co/oygZkbWsVk",FALSE,164,NA,2020-07-07 19:29:07,TRUE,NA,"1280584650684014593",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",21,FALSE,FALSE,NA,NA
"El tesoro más grande de un país son sus ciudadanos, y los encargados de formarlos son nuestros queridos maestros. S… https://t.co/7PiRqSA0bM",FALSE,41,NA,2020-07-06 21:09:49,TRUE,NA,"1280247604962570240",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",5,FALSE,FALSE,NA,NA
"El Ejecutivo se comprometió a solucionar la situación del Metropolitano y corredores viales. 
El gran beneficiado s… https://t.co/52S5bessgC",FALSE,72,NA,2020-07-03 23:37:30,TRUE,NA,"1279197605067710464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",12,FALSE,FALSE,NA,NA
"Gobierno excluye del subsidio económico al Metropolitano y a los corredores viales; inexplicable e inconcebible gol… https://t.co/bvFtM561B0",FALSE,1187,NA,2020-07-03 02:32:00,TRUE,NA,"1278879132701675520",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",264,FALSE,FALSE,NA,NA
"El transporte público es un servicio esencial para millones de peruanos. No se puede poner en riesgo su sostenibili… https://t.co/55xBpe7SZH",FALSE,182,"JorgeMunozPe",2020-07-02 14:37:07,TRUE,"1278699225992306693","1278699227456167938","163504378","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",36,FALSE,FALSE,NA,NA
"Señor Presidente, ¿127 millones de soles de subsidio para el transporte público en todo el Peru? Es un monto absolu… https://t.co/dqFjEIVazi",FALSE,357,NA,2020-07-02 14:37:07,TRUE,NA,"1278699225992306693",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",82,FALSE,FALSE,NA,NA
"Hoy inició la nueva normalidad. Por eso supervisamos el funcionamiento del Metropolitano desde el terminal Naranjal… https://t.co/iMZhNKRcs7",FALSE,63,NA,2020-07-01 23:29:39,TRUE,NA,"1278470854867742721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JorgeMunozPe",8,FALSE,FALSE,NA,NA
"Hoy estuvimos en la Plazuela de las Artes, en el Cercado, como parte de la segunda campaña de salud preventiva Lima… https://t.co/u1reQFaftZ",FALSE,33,NA,2020-07-01 21:11:29,TRUE,NA,"1278436086386167808",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",2,FALSE,FALSE,NA,NA
"Hoy miles de peruanos reanudan sus labores y actividades. En esta nueva etapa, los invoco a ser responsables y prud… https://t.co/UdNBlFZsBV",FALSE,697,NA,2020-07-01 19:23:34,TRUE,NA,"1278408926652960771",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JorgeMunozPe",90,FALSE,FALSE,NA,NA
"Segunda jornada de la Operación Tayta en el barrio Villa María del Perpetuo Socorro, en el Cercado de Lima. Hoy vis… https://t.co/JKUpI17bKY",FALSE,59,NA,2020-06-30 22:44:40,TRUE,NA,"1278097147552989184",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",7,FALSE,FALSE,NA,NA
"La Municipalidad Metropolitana de Lima y el Ministerio de la Producción orientaron a los comerciantes para que pued… https://t.co/21tvvzmbye",FALSE,22,"JorgeMunozPe",2020-06-25 19:39:32,TRUE,"1276237796685029377","1276238617019658240","163504378","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JorgeMunozPe",0,FALSE,FALSE,NA,NA
